query_id,query,english_query,english_answer,passage_id,english_passage,assamese_passage,is_selected
1060386,লিংকন নিউত এতিয়া বেৰ'মেট্ৰিক চাপ কিমান?,what is barometric pressure in lincoln ne now?,No Answer Present.,5,"Atmospheric pressure. Atmospheric pressure, sometimes also called barometric pressure, is the pressure within the atmosphere of Earth (or that of another planet). In most circumstances atmospheric pressure is closely approximated by the hydrostatic pressure caused by the weight of air above the measurement point.","বায়ুমণ্ডলীয় চাপ, যাক কেতিয়াবা বেৰ'মেট্ৰিক চাপ বুলিও কোৱা হয়, পৃথিৱীৰ বায়ুমণ্ডলৰ ভিতৰৰ চাপ (বা আন এটা গ্ৰহৰ)। বেছিভাগ পৰিস্থিতিতে বায়ুমণ্ডলীয় চাপ পৰিমাপ কৰা বিন্দুৰ ওপৰত বায়ুৰ ওজনৰ ফলত হোৱা হাইড্ৰ'ষ্টেটিক চাপৰ দ্বাৰা ওচৰে-ওচৰে আনুমানিক হয়।",0
1060386,লিংকন নিউত এতিয়া বেৰ'মেট্ৰিক চাপ কিমান?,what is barometric pressure in lincoln ne now?,No Answer Present.,6,Regional Current Barometric Pressure Maps: Alabama Alaska Arizona Arkansas California Colorado Connecticut Delaware Florida Georgia Hawaii Idaho Illinois Indiana Iowa Kansas Kentucky Louisiana Maine Maryland Massachusetts Michigan Minnesota Mississippi Missouri Montana Nebraska Nevada New Hampshire New Jersey New Mexico New York North Carolina North Dakota Ohio Oklahoma Oregon,আঞ্চলিক বৰ্তমান বেৰ'মেট্ৰিক চাপ মানচিত্ৰ: আলাবামা আলাস্কা আৰিজোনা আৰ্কানছাছ কেলিফৰ্ণিয়া কলৰাডো কানেক্টিকাট ডেলাৱেৰ ফ্ল'ৰিডা জৰ্জিয়া হাৱাই আইডাহো ইলিনয় কানছাছ কেন্টাকি লুইজিয়ানা মেইন মেৰিলেণ্ড মেছাচুছেটছ মিনেছোটা মিছিছিপি মন্টানা নেভাডা নিউ হেম্পশায়াৰ নিউ জাৰ্চি নিউ মেক্সিকো নিউ ইয়ৰ্ক নৰ্থ কেৰোলিনা নৰ্থ ডাকোটা ওহাইঅ' অৰেগন।,0
1060386,লিংকন নিউত এতিয়া বেৰ'মেট্ৰিক চাপ কিমান?,what is barometric pressure in lincoln ne now?,No Answer Present.,7,"© 2017, Southeast Lincoln Weather | Weather-Display (10.37S-(b56)) | Valid XHTML 1.0 | Valid CSS. This website is neither affiliated with nor endorsed by the National Weather Service or any other government agency. The weather data contained herein is offered without any warranties express or implied, and is meant to only supplement, not replace, official NWS weather forecasts and information.","২০১৭ চনৰ দক্ষিণ-পূব লিংকন বতৰ | বতৰ-প্রদর্শন (১০.৩৭S-(b56)) | বৈধ XHTML ১.০ | বৈধ CSS। এই ৱেবছাইটটি নেশ্যনেল ৱেদাৰ ছাৰ্ভিচ বা অন্য কোনো চৰকাৰী সংস্থাৰ সৈতে সংযুক্ত বা অনুমোদিত নহয়। ইয়াত থকা বতৰৰ তথ্য কোনো ওয়াৰেণ্টি বা বোঝাই নহয়, আৰু ইয়াৰ উদ্দেশ্য হৈছে কেৱল আনুষ্ঠানিক NWS বতৰৰ পূৰ্বাভাস আৰু তথ্যৰ পৰিপূৰক হিচাপে ব্যৱহাৰ কৰা, প্ৰতিস্থাপন কৰা নহয়।",0
1060386,লিংকন নিউত এতিয়া বেৰ'মেট্ৰিক চাপ কিমান?,what is barometric pressure in lincoln ne now?,No Answer Present.,8,4 emissions on changes in barometric pressure • Increasing pressure suppresses the emission • Decreasing pressure enhances the emission 2. Large day-to-day variation of methane emissions due to changes in barometric pressure. 3. Must have continuous measurements in order to get the total methane emission of landfill. 4.,বেৰ'মেট্ৰিক চাপৰ পৰিবৰ্তনৰ সময়ত ৪ উৎসৰণ • বৃদ্ধি পাই থকা চাপে উৎসৰণক দমন কৰে • হ্ৰাস পাই থকা চাপে উৎসৰণক বৃদ্ধি কৰে ২. বেৰ'মেট্ৰিক চাপৰ পৰিবৰ্তনৰ ফলত মিথেন উৎসৰণৰ দৈনন্দিন পৰিবৰ্তন বৃহৎ। ৩. লেণ্ডফিলৰ মুঠ মিথেন উৎসৰণ পাবলৈ অবিৰত পৰিমাপ কৰা আৱশ্যক। ৪.,0
1060386,লিংকন নিউত এতিয়া বেৰ'মেট্ৰিক চাপ কিমান?,what is barometric pressure in lincoln ne now?,No Answer Present.,9,"© 2018, Southeast Lincoln Weather | Weather-Display (10.37S-(b66)) | Valid XHTML 1.0 | Valid CSS This website is neither affiliated with nor endorsed by the National Weather Service or any other government agency.",2018 চনৰ দক্ষিণ-পূব লিংকন বতৰ | বতৰ-প্ৰদৰ্শন (10.37S-(b66)) | বৈধ XHTML 1.0 | বৈধ চিএছএছ এই ৱেবছাইটটো নেশ্যনেল ৱেদাৰ ছাৰ্ভিচ বা অন্য কোনো চৰকাৰী সংস্থাৰ সৈতে সংযুক্ত বা অনুমোদিত নহয়।,0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,0,"SAVE SCHOOL. 1  Struthers Elementary School serves 697 students in grades PK-4. 2  Minority enrollment is 20% of the student body (majority Hispanic), which is less than the state average of 28%. 3  Struthers Elementary School operates within the Struthers City School District. School Overview The student population of 697 students has stayed relatively flat over five years.","সংৰক্ষিত বিদ্যালয়: ১ ষ্ট্ৰুথাৰ্ছ প্ৰাথমিক বিদ্যালয়ে পিকে-৪ শ্ৰেণীৰ ৬৯৭ জন ছাত্ৰ-ছাত্ৰীক সেৱা আগবঢ়ায়। ২ সংখ্যালঘু নামভৰ্তি হৈছে ছাত্ৰ-ছাত্ৰীৰ মুঠ সংখ্যাৰ ২০%, যি ৰাজ্যিক গড় ২৮%তকৈ কম। ৩ ষ্ট্ৰুথাৰ্ছ প্ৰাথমিক বিদ্যালয় ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলাৰ ভিতৰত পৰিচালিত হয়। বিদ্যালয়ৰ সাধাৰণ ধাৰণা: পাঁচ বছৰত ৬৯৭ জন ছাত্ৰ-ছাত্ৰীৰ সংখ্যা তুলনামূলকভাৱে স্থিৰ হৈ আছে।",0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,1,"Struthers High School Seniors - Apply for the New $8,000 Scholarship The Guidance Department at Struthers High School announces a new $8,000 scholarship available to one graduating senior. The Otis R. Heldman Sr. and Jr. Scholar-Athlete Awards and Scholarship recognizes achievement in both academics and sports over four years.","ষ্ট্ৰুথাৰ্ছ হাইস্কুল ছিনিয়ৰছ - নতুন ৮,০০০ ডলাৰৰ বৃত্তিৰ বাবে আবেদন কৰক ষ্ট্ৰুথাৰ্ছ হাইস্কুলৰ নিৰ্দেশনা বিভাগে এজন স্নাতক হোৱা জ্যেষ্ঠ ছাত্ৰৰ বাবে ৮,০০০ ডলাৰৰ এক নতুন বৃত্তিৰ কথা ঘোষণা কৰিছে। অটিছ আৰ. হেল্ডমেন ছিনিয়ৰ আৰু জুনিয়ৰ স্কলাৰ-এথলীট বঁটা আৰু বৃত্তিয়ে চাৰি বছৰৰ ভিতৰত শৈক্ষিক আৰু ক্ৰীড়া দুয়োটাতে কৃতিত্বক স্বীকৃতি দিয়ে।",0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,2,Struthers High School Hall of Fame Weekend. 1  Vince Casey - Class of 1974 - Baseball. 2  Kathy Prest - Class of 1977 - Basketball. 3  John Mikulas - Class of 1992 - Football & Baseball. 4  Tina Palumbo - Class of 2001 - Softball. 5  Jacquie Trevis - Class of 2003 - Track & Field. 6  2004 Men’s 4x100 Relay Team: Ty Campana - Class of 2005.,ষ্ট্ৰুথাৰ্ছ হাইস্কুল হল অৱ ফেম উইকেণ্ড। ১ ভিন্স কেচি - ১৯৭৪ শ্ৰেণী - বেছবল। ২ কেথি প্ৰেষ্ট - ১৯৭৭ শ্ৰেণী - বাস্কেটবল। ৩ জন মিকুলাছ - ১৯৯২ শ্ৰেণী - ফুটবল এণ্ড বেছবল। ৪ টিনা পালুম্বো - ২০০১ শ্ৰেণী - ছফ্টবল। ৫ জেকুই ট্ৰেভিছ - ২০০৩ শ্ৰেণী - ট্ৰেক এণ্ড ফিল্ড। ৬ ২০০৪ পুৰুষৰ ৪x১০০ ৰিলে দল: টাই কেম্পানা - ২০০৫ শ্ৰেণী।,0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,3,"Congratulations to Struthers High School’s newspaper, The Student Prints, for winning Best Newspaper at Youngstown State University's Annual Press Day on May 15th! Approximately 35 SHS students, along with teacher Stephanie Muntean, attended Press Day.",ইয়ংষ্টাউন ষ্টেট ইউনিভাৰ্চিটিৰ বাৰ্ষিক প্ৰেছ দিৱসত ১৫ মে'ত শ্ৰেষ্ঠ বাতৰি কাকতৰ বঁটা লাভ কৰাৰ বাবে ষ্ট্ৰুথাৰ্ছ হাইস্কুলৰ বাতৰি কাকত দ্য ষ্টুডেণ্ট প্ৰিণ্টছক অভিনন্দন জনাইছোঁ! প্ৰায় ৩৫ জন এছএইচএছ ছাত্ৰ-ছাত্ৰীৰ লগতে শিক্ষক ষ্টেফানি মুণ্টেনেও প্ৰেছ দিৱসত অংশগ্ৰহণ কৰিছিল।,0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,4,"Discover all the facts about Struthers High School and its 567 students, including 8 ratings & reviews; view test scores and nearby houses.","ষ্ট্ৰুথাৰ্ছ হাইস্কুল আৰু ইয়াৰ ৫৬৭ গৰাকী শিক্ষাৰ্থীৰ বিষয়ে সকলো তথ্য আৱিষ্কাৰ কৰক, যাৰ ভিতৰত আছে ৮টা ৰেটিং আৰু পৰ্যালোচনা; পৰীক্ষাৰ স্ক'ৰ আৰু ওচৰৰ ঘৰবোৰ চাওক।",0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,5,"Struthers City School District's student population of 1,923 students has stayed relatively flat over five years. The revenue/student of $10,998 in this district is less than the state average of $12,824. The district revenue/student has grown by 16% over four years.","ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলাৰ ছাত্ৰ-ছাত্ৰীৰ জনসংখ্যা ১,৯২৩ জন ছাত্ৰ-ছাত্ৰী হৈ পাঁচ বছৰ ধৰি তুলনামূলকভাৱে স্থিৰ হৈ আছে। এই জিলাৰ ৰাজহ/ছাত্ৰ-ছাত্ৰীৰ সংখ্যা ১২,৮২৪ ডলাৰ ৰাজ্যিক গড়তকৈ কম। চাৰি বছৰত ৰাজহ/ছাত্ৰ-ছাত্ৰীৰ সংখ্যা ১৬% বৃদ্ধি পাইছে।",0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,6,"Struthers High School in Youngstown, Ohio was selected as a School of Promise in reading and mathematics for the 2004-2005 academic year. Table 1 summarizes the characteristics for Struthers High School and the Struthers City School District. Table 1. School and district characteristics Struthers High School 2004-2005 Struthers City School",অহাইঅ'ৰ ইয়ংষ্টাউনৰ ষ্ট্ৰুথাৰ্ছ হাইস্কুলক ২০০৪-২০০৫ শিক্ষাবৰ্ষৰ বাবে পঢ়া আৰু গণিতৰ বিদ্যালয় হিচাপে স্কুল অৱ প্ৰমিছ হিচাপে নিৰ্বাচিত কৰা হৈছিল। টেবুল ১-এ ষ্ট্ৰুথাৰ্ছ হাইস্কুল আৰু ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলাৰ বৈশিষ্ট্যসমূহৰ সাৰাংশ দিয়ে।,0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,7,"Struthers City School District is located in east Ohio. Struthers City School District has 5.19 square miles of land area and 0.19 square miles of water area. As of 2010-2014, the total Struthers City School District population is 11,533. Struthers City School District median household income is $37,460 in 2010-2014. Struthers City School District median house value is $72,900 in 2010-2014. On average, Struthers City School District is close to the state average in quality.","ষ্ট্ৰুথাৰ্ছ চিটি স্কুল ডিষ্ট্ৰিক্ট পূব অহাইঅ'ত অৱস্থিত। ষ্ট্ৰুথাৰ্ছ চিটি স্কুল ডিষ্ট্ৰিক্টৰ ৫.১৯ বৰ্গ মাইল ভূমি আৰু ০.১৯ বৰ্গ মাইল পানীৰ ক্ষেত্ৰফল আছে। ২০১০-২০১৪ চনলৈকে ষ্ট্ৰুথাৰ্ছ চিটি স্কুল ডিষ্ট্ৰিক্টৰ মুঠ জনসংখ্যা ১১,৫৩৩। ২০১০-২০১৪ চনত ষ্ট্ৰুথাৰ্ছ চিটি স্কুল ডিষ্ট্ৰিক্টৰ মধ্যম পৰিয়ালৰ আয় হৈছে ৩৭,৪৬০ ডলাৰ। ২০১০-২০১৪ চনত ষ্ট্ৰুথাৰ্ছ চিটি স্কুল ডিষ্ট্ৰিক্টৰ মধ্যম ঘৰৰ মূল্য হৈছে ৭২,৯০০ ডলাৰ। গড়ে ষ্ট্ৰুথাৰ্ছ চিটি স্কুল ডিষ্ট্ৰিক্ট ৰাজ্যিক গড়ৰ ওচৰা-ওচৰি।",0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,8,"Struthers City School District is an elementary and secondary school located in Struthers, Ohio. View phone number, website, employees, products, revenue, and more.","ষ্ট্ৰুথাৰ্ছ চিটি স্কুল ডিষ্ট্ৰিক্ট হৈছে অহাইঅ'ৰ ষ্ট্ৰুথাৰ্ছত অৱস্থিত এখন প্ৰাথমিক আৰু মাধ্যমিক বিদ্যালয়। ফোন নম্বৰ, ৱেবছাইট, কৰ্মচাৰী, সামগ্ৰী, ৰাজহ আদি চাওক।",0
1090356,ষ্ট্ৰুথাৰ্ছ চিটি স্কুল জিলা ৰাজ্যিক নম্বৰ,struthers city school district state number,No Answer Present.,9,"Struthers, OH Struthers City School District. About Search Results. YP - The Real Yellow PagesSM - helps you find the right local businesses to meet your specific needs. Search results are sorted by a combination of factors to give you a set of choices in response to your search criteria.","ষ্ট্ৰুথাৰ্ছ, ওএইচ ষ্ট্ৰুথাৰ্ছ চিটি স্কুল ডিষ্ট্ৰিক্ট। প্ৰায় সন্ধান ফলাফল। ৱাইপি - দ্য ৰিয়েল ইয়েলো পেজেছএছএম - আপোনাৰ নিৰ্দিষ্ট প্ৰয়োজনীয়তা পূৰণ কৰিবলৈ সঠিক স্থানীয় ব্যৱসায় বিচাৰি পাবলৈ আপোনাক সহায় কৰে। সন্ধান ফলাফলসমূহ একত্ৰিত কাৰকৰ দ্বাৰা সজাই তোলা হয় যাতে আপোনাৰ সন্ধানৰ মানদণ্ডৰ প্ৰতি সঁহাৰি হিচাপে আপোনাক বিকল্পৰ এটা সমষ্টি দিয়া হয়।",0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,0,new research from ontario canada has uncovered some interesting finds about how cannabis helps those suffering from post traumatic stress disorder these recent advancements help explain why so many veterans in the usa have abandoned their psychiatric medications and switched to cannabis,অন্টাৰিঅ' কানাডাৰ নতুন গৱেষণাই পোষ্ট ট্ৰমাটিক ষ্ট্ৰেছ ডিজৰ্ডাৰত আক্ৰান্তসকলক কেনেকৈ গাঁজাৰ সহায় কৰে সেই সম্পৰ্কে কিছুমান আকৰ্ষণীয় তথ্য উদ্ধাৰ কৰিছে। এই শেহতীয়া অগ্ৰগতিয়ে ব্যাখ্যা কৰে যে কিয় আমেৰিকা যুক্তৰাষ্ট্ৰৰ বহুতো প্ৰবীণ লোকে তেওঁলোকৰ মানসিক ঔষধ ত্যাগ কৰি গাঁজালৈ সলনি কৰিছে।,0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,1,medical marijuana research ptsd beginning january 1 2014 the oregon medical marijuana program ommp will add ptsd to the other nine qualifying medical conditions the oregon health authority oha states may allow a person to obtain a medical marijuana card but the questions arises does cannabis really help patients who suffer ptsd here s some evidence people suffering from ptsd might find interesting there are currently medical studies underway designed to study the relationship between cannabis use and the relief of symptoms of ptsd,চিকিৎসা গাঁজা গৱেষণা পত্র ১ জানুৱাৰী ২০১৪ তাৰিখে আৰম্ভ হৈছিল যে চিকিৎসা গাঁজা কাৰ্যসূচীটো অন্য নটা যোগ্য চিকিৎসা অৱস্থাত যোগ কৰা হ'ব যি স্বাস্থ্য কৰ্তৃপক্ষই কোনো ব্যক্তিক চিকিৎসা গাঁজা কাৰ্ড পাবলৈ অনুমতি দিব পাৰে কিন্তু প্রশ্ন উদ্ভৱ হয় যে গাঁজাই প্ৰকৃততে ইয়াত যে রোগীসকলক সহায় কৰে যিসকলে ইয়াত যোগ্যতা অৰ্জন কৰিছে তেওঁলোকে কিছু প্ৰমাণ পাব পাৰে যে গাঁজা ব্যৱহাৰ আৰু ইয়াৰ লক্ষণসমূহৰ উপশমৰ মাজত সম্পৰ্ক অধ্যয়ন কৰিবলৈ বৰ্তমানে চিকিৎসা অধ্যয়ন চলি আছে।,0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,2,political momentum for linking ptsd and medical marijuana is growing of the 23 states that now allow for medical marijuana nine include ptsd as a qualifying condition for the drug and in three others doctors have broad discretion to recommend medical cannabis for ptsd or other ailments,পইণ্টড আৰু চিকিৎসা গাঁজাৰ সংযোগৰ বাবে ৰাজনৈতিক গতি ২৩খন ৰাজ্যৰ বৃদ্ধি হৈছে যিয়ে এতিয়া চিকিৎসা গাঁজাৰ অনুমতি দিয়ে যাৰ ভিতৰত নটছড এটা যোগ্যতা অৰ্জন কৰা অৱস্থা হিচাপে আৰু আন তিনিটা ৰাজ্যত চিকিৎসা গাঁজা পইণ্টছড বা অন্যান্য ৰোগৰ বাবে সুপাৰিশ কৰাৰ বিস্তৃত বিচক্ষণতা চিকিৎসকসকলৰ আছে।,0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,3,part of the problem is that ptsd is unique among medical marijuana conditions since it is a psychiatric disorder not a physical ailment one of the issues with ptsd with medical marijuana is it is the first mental condition to be considered says john evans founder of the organization vets 4 freedoms,"সমস্যাটোৰ এটা অংশ হৈছে যে মেডিকেল মাৰিজুৱানাৰ অৱস্থাত পিটিএছডি অনন্য কাৰণ ই এটা মানসিক ৰোগ নহয়, এটা শাৰীৰিক ৰোগ নহয়, মেডিকেল মাৰিজুৱানাৰ সৈতে পিটিএছডিৰ সমস্যাটো হৈছে ই প্ৰথম মানসিক অৱস্থা যাক প্ৰথম বিবেচনা কৰা হয় বুলি ভেটছ ৪ ফ্ৰীডমছ নামৰ সংস্থাৰ প্ৰতিষ্ঠাপক জন ইভান্সে কয়।",0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,4,while cannabis based drugs for the treatment of ptsd will need to wait more time for clinical trials in order to obtain fda approval even without the fda the mounting evidence that simple cannabis is enough for treatment will hopefully convince doctors and psychiatrists to quietly recommend cannabis for ptsd,"যদিও পণ্ডিতসকলৰ চিকিৎসাৰ বাবে গাঁজা ভিত্তিক ঔষধসমূহে এফডিএ অনুমোদন লাভ কৰিবলৈ চিকিৎসা পৰীক্ষাৰ বাবে অধিক সময় অপেক্ষা কৰিব লাগিব, এফডিএ অবিহনেও চিকিৎসাৰ বাবে সাধাৰণ গাঁজা যথেষ্ট তাৰ প্ৰমাণ বৃদ্ধি পোৱাটোৱে চিকিৎসক আৰু মনোৰোগ বিশেষজ্ঞসকলক নিঃশব্দে গাঁজা পৰামৰ্শ দিবলৈ পতিয়ন নিব।",0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,5,sue sisley is working to get the first fda approved study on marijuana and ptsd off the ground sue sisley to sisley it was clear her veterans were using marijuana medicinally but for a long time marijuana use among soldiers was seen as an example of america s finest falling prey to a dangerous vice,ছিজলীৰ বিৰুদ্ধে গোচৰ দাখিল কৰা হৈছে যে ছিজলীৰ পুৰণি সমৰ অভিজ্ঞসকলে ঔষধি হিচাপে গাঁজা ব্যৱহাৰ কৰিছিল কিন্তু দীৰ্ঘদিন ধৰি সৈনিকসকলৰ মাজত গাঁজাৰ ব্যৱহাৰক আমেৰিকাৰ সৰ্বশ্ৰেষ্ঠ বিপদজনক নিচৰ পতনৰ উদাহৰণ হিচাপে দেখা গৈছিল।,0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,6,sisley aims to help answer the question with the study she launched the first and only fda approved trial on ptsd and medical marijuana which she has spent years fighting to get off the ground sisley says she gets phone calls all the time now i have ptsd but the meds i m on make me feel awful,ছিজলীয়ে প্ৰথম আৰু একমাত্ৰ এফডিএ অনুমোদিত প্ৰশ্নটোৰ উত্তৰ দিয়াত সহায় কৰাৰ লক্ষ্য ৰাখিছে যে তেওঁ বহু বছৰ ধৰি প্ৰশ্নটোৰ উত্তৰ দিবলৈ যুঁজি আছে যে তেওঁ এতিয়া সদায় ফোন কল পাই আছে কিন্তু ঔষধবোৰে মোক ভয়ংকৰ অনুভৱ কৰাইছে।,0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,7,but in many jurisdictions ptsd and marijuana remains a political sticking point in colorado which has some of the most liberal cannabis laws in the world ptsd still doesn t count as a qualifying condition for obtaining medical marijuana,কিন্তু বহুতো আইনী পৰিসীমাত গাঁজা এতিয়াও কলৰাডোত এক ৰাজনৈতিক বিতৰ্কৰ বিষয় হৈ আছে য'ত বিশ্বৰ কিছুমান উদাৰ গাঁজা আইন এতিয়াও চিকিৎসা গাঁজা পোৱাৰ বাবে যোগ্যতা অৰ্জনৰ চৰ্ত হিচাপে গণ্য কৰা নহয়।,0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,8,one of the first large scale studies into the effectiveness of marijuana in combating ptsd will be sisley s own funded by a $ 2 million grant from colorado s medical marijuana scientific advisory council,গাঁজাৰ ফলপ্ৰসূতা বিষয়ক প্ৰথম বৃহৎ পৰিসৰৰ অধ্যয়নসমূহৰ ভিতৰত এটা হ’ব ক’লৰাডো চিকিৎসা গাঁজা বৈজ্ঞানিক উপদেষ্টা পৰিষদৰ পৰা ২ নিযুত ডলাৰৰ অনুদানৰ দ্বাৰা পৃষ্ঠপোষিত ছিছলিৰ।,0
168868,চিকিৎসা সংক্ৰান্ত গাঁজাই মন্ত্ৰসমূহৰ সৈতে সহায় কৰে নেকি?,does medical marijuana help with ptsd,No Answer Present.,9,by senior editor johnna rizzo marijuana and the veterans affairs hospital system s relationship is complicated on the one hand 23 states plus the district of columbia say marijuana is legal for sanctioned medical use and veterans are clamoring for it for their post combat symptoms on the other marijuana is classified a schedule i drug the same as heroin under the aegis of the government the va system and by extension the veterans who use it has been stuck in the middle experts say as many as 20 percent of veterans from iraq and afghanistan suffer from post traumatic stress disorder,জ্যেষ্ঠ সম্পাদক জনা ৰিজো মাৰিজুৱানা আৰু প্ৰবীণ বিষয়াসকলৰ চিকিৎসা প্ৰতিষ্ঠানৰ সম্পৰ্ক একফালে জটিল আৰু আনফালে ২৩খন ৰাজ্য আৰু কলম্বিয়া জিলাৰ মতে মাৰিজুৱানা চিকিৎসা ব্যৱহাৰৰ বাবে বৈধ আৰু প্ৰবীণসকলে ইয়াৰ বাবে তেওঁলোকৰ যুদ্ধোত্তৰ লক্ষণসমূহৰ বাবে দাবী কৰি আছে। মাৰিজুৱানাক চৰকাৰী ব্যৱস্থাৰ অধীনত হেৰ'ইনৰ দৰে একেই তালিকাভুক্ত ড্ৰাগ হিচাপে শ্ৰেণীবদ্ধ কৰা হৈছে আৰু ইয়াক ব্যৱহাৰ কৰা প্ৰবীণসকল মধ্যবৰ্তী বিশেষজ্ঞসকলৰ মাজত আছে যে ইৰাক আৰু আফগানিস্তানৰ ২০ শতাংশ প্ৰবীণসকল পোষ্ট ট্ৰমাটিক ষ্ট্ৰেছ ডিজৰ্ডাৰত ভুগি আছে।,0
300122,ফ্ৰেংক গিফৰ্ডে কিমানগৰাকী মহিলাক বিয়া কৰাইছিল,how many women did frank gifford marry,Frank Gifford married to three women.,0,"People Celebrity. Celebrity. Inside Kathie Lee and Frank Gifford's 29-Year Love Story. While the legendary NFL player and sportscaster, who died on Sunday at the age of 84, had many successes in his long career, perhaps the thing he could be most proud of was his long and enduring relationship with his wife of almost 29 years.","কেথি লী আৰু ফ্ৰেংক গিফৰ্ডৰ ২৯ বছৰীয়া প্ৰেম কাহিনীৰ ভিতৰত জনপ্ৰিয় খেলুৱৈ আৰু খেলৰ ভাষ্যকাৰ, যি ৮৪ বছৰ বয়সত দেওবাৰে মৃত্যুবৰণ কৰিছিল, তেওঁৰ দীঘলীয়া কেৰিয়াৰত বহুতো সফলতা লাভ কৰিছিল, সম্ভৱতঃ তেওঁ যিটো বিষয়ত সবাতোকৈ গৌৰৱান্বিত হ'ব পাৰিছিল সেয়া আছিল তেওঁৰ প্ৰায় ২৯ বছৰীয়া পত্নীৰ সৈতে তেওঁৰ দীৰ্ঘদিনীয়া আৰু চিৰস্থায়ী সম্পৰ্ক।",0
300122,ফ্ৰেংক গিফৰ্ডে কিমানগৰাকী মহিলাক বিয়া কৰাইছিল,how many women did frank gifford marry,Frank Gifford married to three women.,1,"Mini Bio (1) Frank Gifford was born on August 16, 1930 in Santa Monica, California, USA as Frank Newton Gifford. He is known for his work on NFL Monday Night Football (1970), Super Bowl XXIX (1995) and 1987 Florida Citrus Bowl (1987). He was married to Kathie Lee Gifford, Astrid Gifford and Maxine Avis Ewart.","মিনি বায়' (১) ফ্ৰেংক গিফৰ্ডৰ জন্ম হৈছিল ১৯৩০ চনৰ ১৬ আগষ্টত আমেৰিকা যুক্তৰাষ্ট্ৰৰ কেলিফৰ্ণিয়াৰ ছান্টা মনিকাত ফ্ৰেংক নিউটন গিফৰ্ড হিচাপে। তেওঁ এনএফএল মানডে' নাইট ফুটবল (১৯৭০), ছুপাৰ ব'ল এক্সএক্সআইএক্সএক্স (১৯৯৫) আৰু ১৯৮৭ ফ্ল'ৰিডা চাইট্ৰাছ ব'ল (১৯৮৭)ত তেওঁৰ কামৰ বাবে পৰিচিত। তেওঁ কেথি লী গিফৰ্ড, এষ্ট্ৰিড গিফৰ্ড আৰু মেক্সিন এভিছ এভিছ এভাৰ্টৰ সৈতে বিবাহপাশত আবদ্ধ হৈছিল।",1
